RATA,aggregation-time,provincia_sede,Provincia Sede,descrizione_ente,3descrizione,codice_ente,CODICE ENTE,regione_sede,regione%sede,attivazioni,att ivazioni,cessazioni,mese,anno,qualifica,note,fonte_dato,tipo_contratto
202407,2024-07-16T18:48:09.653,GE,GE,Ente_011,Ente_011,45,45,Molise,Molise,413,413,151,7,2024,Operatore,,,Determinato
202407,2024-02-16T16:28:25.349,AQ,AQ,Ente_011,Ente_011,52,52,Emilia-Romagna,Emilia-Romagna,385,385,216,7,2024,,,,Indeterminato
202312,2024-02-14T16:39:59.249,PZ,PZ,Ente_038,Ente_038,43,43,Campania,Campania,388,388,407,12,2023,Funzionario,,,Indeterminato
202305,2024-08-14T03:25:51.947,AO,AO,Ente_033,Ente_033,13,13,Sardegna,Sardegna,448,448,230,5,2023,Funzionario,,,Indeterminato
202402,2024/07/26,PZ,RM,Ente_045,Ente_045,90,90,Campania,Campania,308,308,404,2,2024,Operatore,,,Indeterminato
202308,2024-04-25T22:57:07.462,BA,BA,Ente_033,Ente_033,50,50,Molise,Sicilia,212,212,397,8,2023,Funzionario,,,Determinato
202405,2024-09-09T18:45:32.861,TS,TS,Ente_045,Ente_045,71,71,Puglia,Puglia,37,37,254,5,2024,Dirigente,,,Determinato
202312,2024-01-29T01:39:59.298,BA,BA,Ente_010,Ente_057,100,100,Valle d'Aosta,Valle d'Aosta,176,176,367,12,2023,Dirigente,,,Determinato
202412,2024-08-01T23:15:43.599,MO,MO,Ente_045,Ente_045,84,84,Basilicata,Sardegna,409,409,327,12,2024,Funzionario,,,Indeterminato
202311,27.04.2024,VA,VA,Ente_043,Ente_043,73,73,Piemonte,Piemonte,352,352,371,11,2023,Impiegato,,,Indeterminato
202306,2024-03-10T11:03:00.871,MO,MO,Ente_046,Ente_046,65,65,Molise,Molise,470,470,18,6,2023,Dirigente,,,Determinato
202403,2024-06-09T22:38:20.341,PD,PD,Ente_053,Ente_053,38,38,Liguria,Liguria,281,281,260,3,2024,,,,Indeterminato
202301,2024-03-23T15:29:33.298,PZ,PZ,Ente_021,Ente_021,6,21,Valle d'Aosta,Valle d'Aosta,467,467,206,1,2023,Operatore,,,Determinato
202308,2024-04-19T10:46:35.315,AO,AO,Ente_054,Ente_054,74,74,Trentino-Alto Adige,Trentino-Alto Adige,478,478,342,AGO,2023.,Operatore,,,Indeterminato
202306,2024-11-10T17:43:56.781,NA,NA,Ente_021,Ente_021,45,45,Piemonte,Piemonte,215,215,388,6,2023,,,,Indeterminato
202404,2024-07-23T06:54:47.233,TS,TS,Ente_034,Ente_034,64,64,Umbria,Umbria,245,245,131,4,2024,Operatore,,,Indeterminato
202403,2024-06-27T18:35:21.705,AN,AN,Ente_017,Ente_017,49,49,Abruzzo,Abruzzo,273,273,18,3,2024,Funzionario,,,Determinato
202405,2024-08-05T21:46:12.821,MI,MI,Ente_033,Ente_033,65,65,Campania,Campania,337,337,428,5,2024,Operatore,,,Part-time
202301,2024-07-13T13:21:32.126,BG,BG,Ente_022,Ente_022,42,42,Trentino-Alto Adige,Trentino-Alto Adige,391,391,380,1,2023,Impiegato,,,Indeterminato
202408,02.10.2024,FI,FI,Ente_031,Ente_031,100,100,Umbria,Umbria,369,369,2,MAR,anno 2023,Funzionario,,,Determinato
202310,2024-06-29T04:18:50.613,PD,PD,Ente_092,Ente_092,83,83,Abruzzo,Abruzzo,301,301,370,10,2023,Impiegato,,,Part-time
202407,2024-04-27T05:07:18.805,BG,VE,Ente_038,Ente_038,59,59,Calabria,Calabria,412,412,156,Settembre,24,Funzionario,,,Determinato
202303,2024-02-19T11:58:08.874,BG,BG,Ente_079,Ente_079,6,6,Emilia-Romagna,Emilia-Romagna,300,300,77,3,2023,,,,Indeterminato
202404,2024-02-01T07:59:47.568,PA,PA,Ente_080,Ente_080,13,13,Piemonte,Piemonte,373,373,335,4,2024,Dirigente,,Sistema legacy,Indeterminato
202311,2024-08-20T21:12:32.304,PD,BG,Ente_055,Ente_055,88,88,Veneto,Veneto,236,236,105,11,2023,Dirigente,,,Indeterminato
202307,2024-01-12T20:01:24.745,MI,NA,Ente_024,Ente_024,25,25,Piemonte,Piemonte,335,335,80,7,2023,Impiegato,,,Indeterminato
202310,20.03.2023,NA,NA,Ente_042,Ente_042,95,95,Emilia-Romagna,Emilia-Romagna,150,150,465,10,2023,Impiegato,,,Indeterminato
202407,2024-01-01T22:25:03.017,CB,CB,Ente_046,Ente_046,88,88,Marche,Marche,453,453,462,7,2024,Dirigente,,,Indeterminato
202312,28-08-23,BA,BA,Ente_057,Ente_057,18,18,Umbria,Umbria,139,139,347,12,2023,Funzionario,,,Part-time
202301,2023/01/04,PT,PT,Ente_093,Ente_093,21,21,Basilicata,Basilicata,351,351,201,1,2023,Funzionario,,,Determinato
202302,2024-05-30T01:50:19.505,PZ,PZ,Ente_077,Ente_077,73,73,Marche,Marche,365,365,248,DIC,2024,Dirigente,,,Indeterminato
202307,2024-12-28T23:05:10.886,VE,PA,Ente_098,Ente_098,49,49,Abruzzo,Abruzzo,313,313,72,7,2023,,,,Determinato
202403,2024-07-22T09:59:59.981,CA,CA,Ente_061,Ente_061,95,95,Veneto,Veneto,407,407,216,Luglio,2023.,Impiegato,,,Determinato
202402,2024-07-30T09:21:17.213,BG,BG,Ente_097,Ente_097,20,20,Campania,Veneto,262,262,443,2,2024,Operatore,,,Indeterminato
202404,2024-01-08T15:56:36.806,MO,MO,Ente_061,Ente_061,42,42,Calabria,Calabria,244,244,463,4,2024,Funzionario,,,Determinato
202305,2024-02-26T09:59:04.117,PT,PT,Ente_071,Ente_071,29,29,Friuli-Venezia Giulia,Friuli-Venezia Giulia,194,194,290,5,2023,Funzionario,,,Determinato
202310,2024-10-01T04:45:37.166,MO,MO,Ente_001,Ente_001,79,79,Abruzzo,Abruzzo,87,87,181,10,2023,Impiegato,,,Determinato
202308,2024-10-24T14:06:36.745,PT,PT,Ente_012,Ente_012,72,72,Piemonte,Piemonte,392,392,155,8,2023,Funzionario,,,Indeterminato
202410,2024-06-18T18:06:58.050,AN,AN,Ente_070,Ente_070,77,77,Friuli-Venezia Giulia,Friuli-Venezia Giulia,317,317,445,10,2024,Impiegato,,,Determinato
202402,28.11.2023,CA,PT,Ente_093,Ente_093,48,48,Sicilia,Sicilia,6,6,212,2,2024,Funzionario,Fonte secondaria,,Indeterminato
202307,2024-11-07T11:11:28.059,AO,AO,Ente_053,Ente_053,90,90,Lazio,Campania,161,161,261,7,2023,,,,Determinato
202412,2024-10-02T22:30:38.350,PA,PA,Ente_088,Ente_088,50,50,Molise,Molise,125,125,104,12,2024,Impiegato,,,Indeterminato
202308,2024-05-18T11:47:14.821,Va,VE,Ente_076,Ente_076,45,45,Piemonte,Piemonte,456,456,315,Gennaio,2023.,Operatore,,,Part-time
202406,2024/06/14,AO,AO,Ente_015,Ente_015,43,43,Sardegna,Sardegna,N.D.,321,236,6,2024,Operatore,,,Determinato
202312,2024-01-01T16:28:39.522,PT,PT,Ente_068,Ente_068,,,Friuli-Venezia Giulia,Friuli-Venezia Giulia,318,318,334,12,2023,Impiegato,,,Indeterminato
202306,2024-07-10T13:59:01.918,FI,FI,Ente_007,Ente_007,90,90,Basilicata,Basilicata,146,146,358,6,2023,Impiegato,,,Indeterminato
202411,2024-01-28T07:08:11.825,BA,BA,Ente_012,Ente_012,98,98,Sardegna,Sardegna,292,292,354,11,2024,Dirigente,,Sistema legacy,Determinato
202302,2024-01-05T19:27:33.984,AQ,AQ,Ente_083,Ente_083,79,79,Basilicata,Basilicata,414,414,331,2,2023,Funzionario,,,Indeterminato
202303,2024-08-15T11:42:46.623,BZ,BZ,Ente_070,Ente_070,54,54,Umbria,Umbria,218,218,41,3,2023,Operatore,,,Indeterminato
202405,2024-02-24T22:11:19.327,PA,PA,Ente_041,Ente_041,65,65,Molise,Molise,231,231,270,5,2024,Funzionario,,,Indeterminato
202405,2024-12-06T22:44:07.384,GE,GE,Ente_056,Ente_056,73,73,Campania,Campania,184,184,238,5,2024,Impiegato,,,Determinato
202404,2024-11-15T11:47:10.819,PT,PT,Ente_099,Ente_099,44,44,Lazio,Lazio,47,47,428,mese 4,24,Operatore,,,Indeterminato
202308,2024-03-24T02:33:09.407,PD,PD,Ente_076,Ente_076,94,94,Marche,Marche,197,197,335,8,2023,Funzionario,,,Part-time
202306,2023/08/09,AQ,AQ,Ente_040,Ente_040,80,80,Abruzzo,Abruzzo,405,405,469,6,2023,Funzionario,,,Indeterminato
202411,2024-10-19T16:20:02.008,TO,TO,Ente_063,Ente_063,52,52,Emilia-Romagna,Emilia-Romagna,80,80,346,11,2024,Funzionario,,,Part-time
202303,2024-10-10T17:04:49.603,VE,VE,Ente_023,Ente_023,9,9,Valle d'Aosta,Valle d'Aosta,161,161,427 unità,3,2023,Dirigente,,,Indeterminato
202404,2024/09/11,NA,NA,Ente_071,Ente_071,94,94,Trentino-Alto Adige,Trentino-Alto Adige,24,24,453,APR,2024,Funzionario,,,Indeterminato
202406,2024-08-24T14:02:21.543,BZ,BZ,Ente_003,Ente_003,14,14,Marche,Marche,314,314,340,6,2024,Impiegato,,,Indeterminato
202304,2024-12-28T01:10:59.177,MI,MI,Ente_059,Ente_059,71,71,Lombardia,Lombardia,323,323,428,3,24,Operatore,,,Indeterminato
202408,2024-02-04T20:18:43.492,TS,TS,Ente_091,Ente_091,64,64,Umbria,Umbria,356,433,397,8,2024,Funzionario,,,Determinato
202308,2024-04-23T08:49:13.685,TO,TO,Ente_037,Ente_037,93,93,Umbria,Umbria,243,243,311,8,2023,Funzionario,,,Determinato
202406,2024-05-19T00:20:39.190,AO,AO,Ente_096,Ente_096,80,80,Abruzzo,Abruzzo,87,87,310,11,2024.,Operatore,,,Indeterminato
202402,2024-06-16T08:53:30.395,MO,MO,Ente_048,Ente_048,52,52,Umbria,Umbria,284,284,247,2,2024,Funzionario,,,Indeterminato
202310,2024-09-12T16:52:01.681,CA,CA,Ente_076,Ente_076,33,33,Emilia-Romagna,Emilia-Romagna,305,305,129,10,2023,Impiegato,,,Indeterminato
202308,2024-11-22T02:58:23.539,PD,PD,Ente_004,Ente_004,59,59,Puglia,Puglia,2,2,403,8,2023,Funzionario,,,Indeterminato
202304,2024-04-20T14:43:49.463,PA,PA,Ente_054,Ente_054,3,3,Lazio,Lazio,124,124,28,4,2023,Operatore,,,Indeterminato
202302,2024-09-15T13:50:56.194,VE,VE,Ente_015,Ente_015,45,45,Lombardia,Lombardia,366,366,430,2,2023,Operatore,,,Indeterminato
202407,2024-01-29T05:05:01.352,RM,RM,Ente_008,Ente_008,36,36,Trentino-Alto Adige,Trentino-Alto Adige,136,136,205,7,2024,,,,Indeterminato
202403,2024-11-06T21:15:40.262,PE,PE,Ente_017,Ente_017,69,69,Umbria,Umbria,254,254,N.D.,3,2024,,,,Indeterminato
202309,2024-12-24T03:53:59.075,PT,PT,Ente_014,Ente_014,60,60,Abruzzo,Abruzzo,486,486,114,9,2023,Funzionario,,,Indeterminato
202303,2024/05/20,AQ,AQ,Ente_015,Ente_015,25,25,Abruzzo,Abruzzo,137,137,107,Febbraio,2023,,,,Indeterminato
202412,2024-04-26T21:03:38.191,NA,NA,Ente_099,Ente_099,27,27,Piemonte,Piemonte,291,291,30,12,2024,Impiegato,,,Part-time
202408,2024-05-06T06:54:40.606,MO,MO,Ente_098,Ente_098,7,7,,,336,336,430,8,2024,Impiegato,,,Indeterminato
202407,2024-11-24T07:18:05.731,An,AN,Ente_060,Ente_093,22,22,Veneto,Veneto,381,381,207,7,2024,Funzionario,,,Part-time
202403,2023/08/17,VE,VE,Ente_005,Ente_005,90,90,Emilia-Romagna,Emilia-Romagna,4,4,394,3,2024,Impiegato,,,Determinato
202402,2024-07-27T08:30:05.684,Ba,BA,Ente_084,Ente_084,85,85,Trentino-Alto Adige,Trentino-Alto Adige,487,487,421,2,2024,Operatore,,Sistema legacy,Indeterminato
202409,2024-04-20T23:10:32.236,FI,TO,Ente_029,Ente_029,25,25,Emilia-Romagna,Emilia-Romagna,119,119,350,9,2024,Funzionario,,,Part-time
202306,2024-08-09T05:31:57.981,RM,RM,Ente_073,Ente_073,57,57,Marche,Marche,444,444,76,6,2023,Dirigente,,,Indeterminato
202309,2024-06-29T11:28:08.012,VA,VA,Ente_016,Ente_016,32,32,,,274,274,101,9,2023,Operatore,,,Indeterminato
202302,2024-12-08T07:32:55.437,FI,FI,Ente_038,Ente_038,53,53,Umbria,Umbria,390,390,99,2,2023,Dirigente,,,Determinato
202308,04.04.2023,MO,MO,Ente_030,Ente_030,19,19,Puglia,Abruzzo,360,360,164,99,23,Impiegato,,,Part-time
202411,2024-04-28T22:18:47.122,NA,NA,Ente_054,Ente_054,74,74,Toscana,Lombardia,329,329,309,11,2024,,,,Indeterminato
202412,2024-04-15T09:32:38.830,NA,NA,Ente_003,Ente_048,36,36,Campania,Campania,462,462,366,12,2024,,,,Indeterminato
202403,2024-03-16T05:18:24.623,GE,GE,Ente_063,Ente_063,14,14,Trentino-Alto Adige,Trentino-Alto Adige,185,185,459,3,2024,Dirigente,,,Determinato
202302,2024-04-12T15:01:39.643,PA,PA,Ente_096,Ente_096,77,77,Abruzzo,Abruzzo,114,114,456,NOV,24,Dirigente,,,Determinato
202410,2024-12-16T00:23:27.836,CA,CA,Ente_099,Ente_099,57,57,Lombardia,Lombardia,342,342,407,10,2024,Funzionario,,,Determinato
202411,2023/06/10,AO,AO,Ente_061,Ente_061,24,24,Basilicata,Basilicata,238,238,291,11,2024,,,,Determinato
202407,2024-05-24T21:45:41.105,PT,PT,Ente_020,Ente_020,18,18,Umbria,Umbria,304,304,72,7,2024,Dirigente,,,Determinato
202312,27.09.2024,ca,CA,Ente_069,Ente_069,97,97,Lazio,Lazio,423,423,207,12,2023,Operatore,,,Indeterminato
202312,2024-02-24T10:22:31.520,AN,AN,Ente_049,Ente_049,97,97,Umbria,Liguria,439,439,45,12,2023,Dirigente,,,Indeterminato
202412,2024-08-22T12:24:29.800,PE,PE,Ente_085,Ente_085,97,97,Campania,Campania,336,336,284,12,2024,Funzionario,,,Indeterminato
202305,2024-11-04T15:59:12.615,PT,PT,Ente_073,Ente_073,63,63,Lazio,Lazio,169,169,128,5,2023,Dirigente,,,Determinato
202404,2024-06-18T12:20:21.019,GE,GE,Ente_079,Ente_079,5,5,Campania,Campania,199,465,101,4,2024,Funzionario,,,Part-time
202408,14-08-23,PD,PD,Ente_065,Ente_065,47,47,Umbria,Umbria,468,468,272,8,2024,Funzionario,,,Indeterminato
202410,2024-05-13T00:24:31.206,RM,RM,Ente_018,Ente_018,95,95,Lazio,Lazio,258,258,184,10,2024,Dirigente,,,Part-time
202410,2024-06-06T12:53:50.509,CA,AQ,Ente_031,Ente_031,8,8,Marche,Marche,14,14,139,10,2024,Funzionario,,,Indeterminato
202309,2024-09-24T22:30:09.906,MO,MO,Ente_042,Ente_042,71,71,Trentino-Alto Adige,Trentino-Alto Adige,131,131,272,9,2023,Operatore,,,Determinato
202402,2024-07-11T14:19:47.975,CT,CT,Ente_050,Ente_050,3,3,Piemonte,Piemonte,204,204,488,Luglio,anno 2023,Funzionario,,,Indeterminato
202411,2024-07-03T10:43:03.708,AN,AN,Ente_039,Ente_039,68,68,Calabria,Calabria,384,384,130,11,2024,Dirigente,,,Indeterminato
202404,2024-10-29T18:24:07.787,Pd,PD,Ente_065,Ente_065,72,55,Veneto,Veneto,88,88,187,4,2024,,,,Indeterminato
202312,2024-08-31T20:56:38.331,PZ,PZ,Ente_018,Ente_018,25,25,Emilia-Romagna,Emilia-Romagna,95,95,455,12,2023,Impiegato,,,Part-time
202308,2024-03-31T11:32:04.567,BS,BS,Ente_045,Ente_045,18,18,Sardegna,Sardegna,122,122,8,8,2023,Dirigente,,,Indeterminato
202309,2024-07-21T19:53:56.447,CT,CT,Ente_059,Ente_059,6,6,Abruzzo,Abruzzo,495,495,396,9,2023,,,,Determinato
202306,2024-09-03T04:51:36.739,AO,AO,Ente_043,Ente_043,36,36,Sicilia,Sicilia,317,317,76,6,2023,,,,Indeterminato
202401,01.05.2024,TS,TS,Ente_058,Ente_058,83,83,Molise,Molise,40,40,186 unità,1,2024,Funzionario,Fonte secondaria,,Indeterminato
202302,2024-11-27T02:58:47.090,FI,FI,Ente_026,Ente_026,81,81,Lazio,Lazio,352,352,417,2,2023,Funzionario,,,Determinato
202409,2024-03-20T21:09:26.090,FI,FI,Ente_034,Ente_034,92,92,Sardegna,Sardegna,338,338,176,9,2024,,,,Indeterminato
202403,2024-12-27T05:34:51.947,CB,CB,Ente_008,Ente_008,65,65,Campania,Campania,172,172,248,Marzo,anno 2023,,,,Indeterminato
202404,2024-08-02T19:49:11.280,PT,PT,Ente_057,Ente_057,68,68,Marche,Marche,40,40,290,4,2024,Funzionario,,,Indeterminato
202312,2024-02-04T02:15:14.329,AN,AN,Ente_043,Ente_043,32,32,Sardegna,Sardegna,101,101,237,12,2023,Impiegato,,,Indeterminato
202405,2024-02-02T04:51:59.667,CA,CA,Ente_051,Ente_051,24,24,Liguria,Liguria,100,100,484,5,2024,,,,Part-time
202410,2024-08-13T15:10:06.754,ca,CA,Ente_045,Ente_045,78,78,Marche,Marche,162,162,121,FEB,23,Operatore,,,Indeterminato
202309,2024-07-30T03:00:08.453,PT,PT,Ente_042,Ente_042,30,30,Toscana,Toscana,339,339,267,9,2023,Dirigente,,,Determinato
202407,2024-10-11T04:21:14.866,Aq,AQ,Ente_038,Ente_038,46,46,Campania,Campania,417,417,221,7,2024,Operatore,,,Indeterminato
202410,2024-08-29T13:05:57.066,BZ,BZ,Ente_001,Ente_001,7,7,Liguria,Liguria,99,99,324,10,2024,Funzionario,,,Indeterminato
202412,04-11-24,PZ,PZ,Ente_033,Ente_033,79,79,Basilicata,Basilicata,496,496,72,12,2024,Impiegato,,,Determinato
202412,27-07-23,PZ,PZ,Ente_040,Ente_040,23,23,Molise,Molise,5,5,37,12,2024,Dirigente,,,Determinato
202303,2024-07-16T09:11:46.580,Bz,CT,Ente_001,Ente_001,95,95,Abruzzo,Abruzzo,86,86,"458,0",3,2023,Dirigente,,,Determinato
202302,2024-05-22T00:34:23.422,BO,PG,Ente_007,Ente_007,85,85,Friuli-Venezia Giulia,Friuli-Venezia Giulia,64,64,117,2,2023,,,,Indeterminato
202405,2024-12-14T19:17:57.368,CA,CA,Ente_053,Ente_056,60,60,Puglia,Puglia,221,221,198,5,2024,Operatore,,,Determinato
202310,2024-06-17T15:45:35.497,VE,AO,Ente_029,Ente_029,43,43,Campania,Campania,78,78,233,10,2023,Dirigente,,,Indeterminato
202407,27.10.2024,VE,VE,Ente_047,Ente_047,63,63,Trentino-Alto Adige,Trentino-Alto Adige,216,216,213,7,2024,Impiegato,,,Determinato
202303,2023/11/23,NA,NA,Ente_076,Ente_076,25,25,Toscana,Toscana,467,467,370,7,anno 2023,Dirigente,,Sistema legacy,Indeterminato
202410,01-06-24,PT,PE,Ente_057,Ente_053,29,29,Umbria,Umbria,193,193,427,10,2024,Operatore,,,Indeterminato
202304,2024-09-08T03:04:46.606,GE,VE,Ente_049,Ente_049,44,44,Trentino-Alto Adige,Calabria,94,94,24,4,2023,Impiegato,,,Indeterminato
202408,2024-06-02T16:31:48.938,TS,TS,Ente_045,Ente_045,54,54,Veneto,Veneto,362,362,110,8,2024,Dirigente,Da riconciliare,,Determinato
202311,2024-10-23T08:39:45.220,NA,NA,Ente_073,Ente_073,75,26,Trentino-Alto Adige,Trentino-Alto Adige,2,2,323,-1,24,Funzionario,,,Determinato
202402,2024-10-10T22:20:44.284,PD,PD,Ente_067,Ente_067,64,64,Umbria,Umbria,42,42,427,2,2024,Operatore,,,Part-time
202402,2024-05-26T02:31:38.396,CA,MI,Ente_014,Ente_014,96,96,Sardegna,Sardegna,34,34,201,2,2024,Operatore,,,Determinato
202302,01-02-24,PD,PD,Ente_071,Ente_071,50,50,Liguria,Liguria,487,487,21,05,2023.,Impiegato,,,Determinato
202411,2024-01-13T08:55:16.653,TO,TO,Ente_076,Ente_076,64,64,Puglia,Puglia,321,321,251,11,2024,Funzionario,,,Indeterminato
202302,2024-11-22T12:33:31.246,PZ,PZ,Ente_052,Ente_052,63,63,Trentino-Alto Adige,Trentino-Alto Adige,8,8,436,2,2023,Operatore,,,Indeterminato
202409,2024-07-01T22:31:03.301,VE,VE,Ente_009,Ente_009,34,34,Emilia-Romagna,Emilia-Romagna,209,209,445,9,2024,Dirigente,,,Part-time
202405,2024-03-02T08:29:44.951,TO,TO,Ente_003,Ente_003,98,98,Marche,Marche,99,99,84,5,2024,,,,Determinato
202402,2024-11-28T21:12:50.997,PZ,FI,Ente_090,Ente_090,77,77,Liguria,Liguria,14,14,342,2,2024,Operatore,,,Indeterminato
202304,09-08-24,VA,VA,Ente_023,Ente_023,37,37,Sicilia,Sicilia,243,243,21,4,2023,Funzionario,,,Determinato
202306,2024-04-24T00:40:16.165,AQ,AQ,Ente_017,Ente_017,58,58,Puglia,Puglia,486,486,478,6,2023,,,Sistema legacy,Indeterminato
202309,2023/12/02,NA,TO,Ente_018,Ente_018,12,12,Veneto,Veneto,369,369,59 unità,9,2023,Impiegato,,,Determinato
202401,2024-09-08T15:38:13.482,PD,PD,Ente_081,Ente_081,87,87,Marche,Marche,489,489,220,Settembre,23,Dirigente,,,Determinato
202411,2024-06-17T21:47:29.778,BO,BO,Ente_032,Ente_032,15,15,Sicilia,Sicilia,139,139,241,11,2024,Dirigente,,,Determinato
202406,2024-07-29T22:52:30.544,BZ,BZ,Ente_084,Ente_084,39,39,Calabria,Calabria,231,231,174,6,2024.,Impiegato,,,Part-time
202410,21-03-23,BA,BA,Ente_032,Ente_032,67,67,Molise,Molise,6,6,68,10,2024,,,,Part-time
202310,2024-11-19T08:49:47.606,PD,PD,Ente_034,Ente_034,17,17,Valle d'Aosta,Valle d'Aosta,249,249,421,10,2023,Impiegato,,,Determinato
202312,2024-05-17T09:13:28.765,BO,BO,Ente_064,Ente_064,94,94,Campania,Campania,247,247,105,12,2023,Impiegato,,,Determinato
202304,2024-04-13T22:26:59.248,PZ,PZ,Ente_099,Ente_099,13,13,,,161,161,87,4,2023,Impiegato,,,Indeterminato
202311,2024-05-12T03:38:26.535,AN,AN,Ente_070,Ente_070,20,20,Liguria,Liguria,342,342,148,11,2023,Impiegato,,,Indeterminato
202308,2024/04/25,PZ,PZ,Ente_013,Ente_013,42,52,Friuli-Venezia Giulia,Friuli-Venezia Giulia,49,49,217,mese 5,2022,,,,Indeterminato
202410,2024-01-12T10:49:07.311,BZ,,Ente_021,Ente_021,93,93,Veneto,Veneto,293,486,N.D.,10,2024,Funzionario,,,Indeterminato
202304,2024-05-24T02:32:52.594,AO,AO,Ente_089,Ente_089,55,55,Sicilia,Sicilia,3,3,60,4,2023,,,,Indeterminato
202409,2024-12-30T02:16:00.642,FI,FI,Ente_008,Ente_008,43,43,Veneto,Veneto,315 unità,315,485,9,2024,Operatore,,,Indeterminato
202307,2024-07-20T20:18:51.144,BO,BO,Ente_010,Ente_010,86,86,Toscana,Toscana,210,210,21,7,anno 2023,Dirigente,,,Indeterminato
202410,2024-12-15T13:47:31.247,CA,CA,Ente_047,Ente_047,76,76,Liguria,Liguria,408,408,127,10,2024,,,,Determinato
202402,2024-05-03T13:02:21.148,pz,PZ,Ente_008,Ente_008,51,51,Friuli-Venezia Giulia,Friuli-Venezia Giulia,7,7,473,2,2024,Dirigente,,,Determinato
202310,2024-05-16T11:27:27.557,VA,VA,Ente_058,Ente_058,65,65,Valle d'Aosta,Valle d'Aosta,405,405,160,10,2023,,,,Determinato
202309,2024-07-17T10:06:10.028,PT,PT,Ente_086,Ente_086,5,5,Marche,Marche,356,356,421,9,2023,Impiegato,,,Indeterminato
202409,2024-11-06T22:18:00.408,VA,VA,Ente_077,Ente_077,92,92,Marche,Marche,96,96,383,9,2024,Dirigente,,,Determinato
202410,2024-01-19T08:56:38.878,BS,BS,Ente_067,Ente_067,49,49,Sardegna,Sardegna,395,395,408,10,2024,,,,Indeterminato
202311,16.04.2024,MO,MO,Ente_038,Ente_038,27,27,Abruzzo,Abruzzo,383,383,157,11,2023,Funzionario,,,Indeterminato
202403,2024-07-26T12:54:42.959,PZ,PZ,Ente_011,Ente_011,44,37,Emilia-Romagna,Emilia-Romagna,199,199,354,3,2024.,Operatore,,,Determinato
202402,2024-04-29T03:23:38.649,MI,MI,Ente_096,Ente_096,42,42,Basilicata,Marche,468,468,488,2,2024,Funzionario,,,Determinato
202405,25.11.2023,TS,TS,Ente_081,Ente_081,28,28,Umbria,Umbria,326,326,284,GIU,24,Funzionario,,,Determinato
202312,2024-03-27T03:21:19.111,MI,MI,Ente_094,Ente_094,47,47,Piemonte,Piemonte,484,484,343,12,2023,Operatore,,,Indeterminato
202412,2024-11-30T09:46:57.026,CA,CA,Ente_043,Ente_043,6,6,Sicilia,Sicilia,480,480,449,12,2024,Impiegato,,,Part-time
202306,2024-12-04T23:36:46.154,AQ,AQ,Ente_014,Ente_014,98,98,Friuli-Venezia Giulia,Friuli-Venezia Giulia,312,32,349,6,2023,Dirigente,Fonte secondaria,,Indeterminato
202306,2024-04-14T05:09:12.551,GE,GE,Ente_080,Ente_073,63,63,Puglia,Puglia,146,146,38,6,2023,Dirigente,,,Determinato
202306,2024-07-16T23:12:35.268,PE,PE,Ente_098,Ente_098,55,55,,,2,2,435,6,2023,Dirigente,,,Indeterminato
202407,2024-03-31T19:48:46.659,CA,CA,Ente_024,Ente_024,15,15,Calabria,Calabria,"266,0",266,438,7,2024,,,,Indeterminato
202408,2024-01-21T16:18:34.073,BG,BG,Ente_040,Ente_040,76,76,Molise,Molise,442,442,384,8,2024,Dirigente,,,Indeterminato
202407,2024-07-12T03:54:20.979,CB,CB,Ente_040,Ente_040,38,38,Basilicata,Basilicata,271,271,154,Giugno,2023.,,,,Indeterminato
202303,2024-11-18T22:08:36.783,VA,VA,Ente_081,Ente_017,20,20,Marche,Marche,39,224,96,3,2023,Operatore,,,Determinato
202305,2024-10-04T23:01:15.392,ca,CA,Ente_018,Ente_018,76,76,Puglia,Puglia,2,2,99,5,2023,Funzionario,,,Indeterminato
202407,2024-03-18T21:48:07.058,VE,VE,Ente_043,Ente_043,33,33,Sicilia,Sicilia,261,261,231,7,2024,Dirigente,,,Determinato
202312,2024-08-29T15:33:02.406,BO,BO,Ente_034,Ente_034,24,24,Valle d'Aosta,Valle d'Aosta,468,468,275,12,2023,Impiegato,,,Indeterminato
202403,2024-10-15T11:32:18.202,PA,PA,Ente_003,Ente_003,18,18,Sicilia,Sicilia,220,220,113,3,2024,Dirigente,,,Indeterminato
202412,2024-11-27T23:44:56.300,FI,FI,Ente_065,Ente_065,86,86,Lombardia,Molise,166,166,235,12,2024,Impiegato,,,Indeterminato
202310,2024-02-18T16:02:10.674,Ve,VE,Ente_083,Ente_083,16,16,Friuli-Venezia Giulia,Friuli-Venezia Giulia,410,410,91,mese 2,2024.,Impiegato,,,Determinato
202401,2024-09-22T12:46:52.949,GE,GE,Ente_023,Ente_023,45,45,Piemonte,Piemonte,484,484,60,1,2024,,,,Indeterminato
202304,2024-11-14T23:27:48.000,AN,CT,Ente_003,Ente_003,2,2,Molise,Molise,359,359,395,4,2023,Dirigente,,,Indeterminato
202302,2024-04-09T02:08:20.685,BG,BG,Ente_022,Ente_022,52,52,Piemonte,Piemonte,259,259,109,2,2023,Dirigente,,,Indeterminato
202409,2024-06-22T19:06:49.956,VA,VA,Ente_042,Ente_075,57,57,Lazio,Lazio,248,248,80,9,2024,Dirigente,,,Determinato
202401,2024-03-13T11:56:16.406,CB,CB,Ente_085,Ente_085,93,93,Sicilia,Sicilia,485,485,98,1,2024,,,,Determinato
